"id";"cod_produto";"nome";"marca";"preco_custo";"preco_venda";"data_entrada";"fornecedor";"quantidade";"lucro_porcentagem";"lucro_real"
2710;"7898931591390";"PEN DRIVE 32GB UTECH";"UTECH";28.0;75.0;"01-04-2022";"TESTE";2;167.85714285714286;47.0
1049;"2000000091679";"CAPACITOR 16UF 380/400VAC";"DIVERSOS";7.8;18.5;"20-01-2022";"TESTE";0;123.52941176470588;10.5
1864;"216259";"CAPACITOR ELETROLITICO 216-259UF";"DIVERSOS";18;38;"04-02-2020";"TESTE";0;111.11111111111111;20.0
1908;"7897473114913";"CARREGADOR 3.1A CAR-7245";"INOVA";7;25.0;"06-03-2020";"TESTE";0;257.14285714285717;18.0
1916;"7899471853757";"MICROFONE COM FIO 58A";"MXT";70;165.0;"19-03-2020";"TESTE";0;123.07692307692308;80.0
1920;"6996596952684";"CABO USB V8 TURBO 3.0 15W";"CABLE";3.5;10;"07-04-2020";"TESTE";5;185.71428571428572;6.5
1939;"6919484011546";"REPETIDOR DE INTERNET  WIRELESS N";"WIFI";40;95;"20-04-2020";"TESTE";0;137.5;55.0
1927;"7898451272816";"ESTABILIZADOR 300VA SAVE PRÓ";"MCM";118;195;"16-04-2021";"TESTE";0;77.88461538461539;81.0
1959;"7908028204475";"CABO PARA TELEFONE  3MTS";"MB TECH";2.5;7;"26-08-2022";"TESTE";9;203.03030303030303;3.35
1935;"17898635104534";"MOUSE SEM FIO MOU-7040";"INOVA";14;42;"20-04-2020";"TESTE";0;200.0;28.0
1938;"6845002209983";"FONE DE OUVIDO SEM FIO YW-998";"CHOKI";38;85;"20-04-2020";"TESTE";1;123.6842105263158;47.0
1887;"7898594122504";"PILHA RECARREGAVEL KNUP KP-4800AAA  4UND";"KNUP";15.9;32;"09-06-2022";"TESTE";0;120.12578616352201;19.1
1960;"885909934102";"FONE DE OUVIDO APPLE";"MIGUEL";15;45;"30-04-2020";"TESTE";0;200.0;30.0
1950;"7896637675819";"TELEFONE CELULAR RURAL INTELBRAS CF4202";"INTELBRAS";214;330;"01-08-2020";"TAMBASA";0;78.3625730994152;134.0
1947;"7898994910213";"SUPORTE PARA TV ARTICULADO  10"" A 55""";"CONNECT";41;85;"24-04-2020";"TESTE";0;107.31707317073172;44.0
1937;"7898594122443";"BATERIA  CR 2016";"KNUP";2;5;"08-10-2020";"TESTE";10;200.0;2.0
1934;"7899718709083";"PLACA DE REDE USB 2.0";"EXBOM";14;30;"20-04-2020";"TESTE";0;114.28571428571428;16.0
1943;"51021002";"CAPACITOR PARA VENTILADOR 2.5UF";"MIGRAFE";7.60;13.0;"01-03-2023";"TESTE";1;75.0;4.5
1949;"7898958146221";"TRANSFORMADOR DE 1500VA ";"KF";58;195;"24-04-2020";"TAMBASA";0;89.65517241379311;52.0
1921;"6910190443010";"CARREGADOR  3.5A KC301";"MEX";15;35;"07-04-2020";"TESTE";0;133.33333333333331;20.0
1955;"7899090163473";"FONE DE OUVIDO  LE-295";"LEHMOX";4;18;"28-04-2020";"TESTE";0;350.0;14.0
1945;"51021000";"CAPACITOR PARA VENTILADOR 1.5UF";"MIGRAFE";4.9;8.5;"21-04-2020";"TESTE";0;73.46938775510203;3.5999999999999996
1919;"7893590426229";"CARREGADOR TURBO 3.1A SO A CABECA";"INOVA";7;15;"06-04-2020";"TESTE";0;71.42857142857143;5.0
986;"7899838830254";"TINTA PARA EPSON MULTILASER MAGENTA/VERMELHO";"MULTILASER";14;29;"28-04-2020";"TESTE";0;163.63636363636365;18.0
1915;"7899718704910";"MULTIMETRO DIGITAL MD-160";"EXBOM";40;73;"12-05-2021";"TESTE";0;205.55555555555554;37.0
1936;"7908378704663";"CARREGADOR SÓ FONTE";"SUMERX";12;20;"20-04-2020";"TESTE";2;66.66666666666666;8.0
1946;"CBB61";"CAPACITOR PARA VENTILADOR 4UF 400V";"ESSEK";7.60;15;"01-03-2023";"TESTE";0;75.0;6.0
1932;"7891911201982";"TV BIOX  TX2 MINI";"HMASTON";150;275;"20-04-2020";"TESTE";0;83.33333333333334;125.0
1957;"7898652412394";"FONTE PARA NOTEBOOK  19V 2.31A KP-514A";"MIGUEL";28;115;"28-04-2020";"TESTE";1;310.7142857142857;87.0
1948;"7899278900319";"FILTRO DE LINHA 5 TOMADAS CABO 1M";"MEGATRON";13.50;29;"24-04-2020";"TAMBASA";0;114.81481481481481;15.5
1925;"7899838821450";"REPETIDOR DE INTERNET RE055";"MULTILASER/TOINHO";80.5;125;"16-03-2021";"TESTE";0;55.27950310559007;44.5
529;"2343236789087";"FONTE DE ALIMENTAÇÃO 5V 1A";"DIVERSOS";8.50;22;"07-06-2017";"TESTE";0;158.8235294117647;13.5
1965;"7898544552009";"ROTEADOR AC 750 ARCHER C20 TP LINK";"TP LINK";179;289;"05-05-2020";"MARTINS ATACADO";0;61.452513966480446;110.0
1963;"7896637675222";"TELEFONE RURAL CF4201 INTELBRAS 1 CHIP";"INTELBRAS";131;255;"05-05-2020";"MARETINS ATACADO";0;94.65648854961832;124.0
1964;"6935364040413";"LOAD BALANCE TP LINK";"TP LINK";220;320;"05-05-2020";"MARTINS ATACADO";1;45.45454545454545;100.0
1961;"6947289173039";"CABO OTG  TIPO C";"CHOKI";6.0;13.0;"06-09-2023";"YURY";18;183.33333333333331;11.0
1962;"7896904626896";"CELULAR POSITIVO SIMPLES P26";"POSITIVO";75;155;"05-05-2020";"TESTE";0;106.66666666666667;80.0
1917;"7899471845875";"MICROFONE COM FIO METAL M1138";"MXT";53;138;"19-03-2020";"TESTE";0;160.37735849056605;85.0
1953;"2018020255346";"FONTEW COLMÉIA PARA CAMERA  30A";"LEBOSS MIGUEL";75;175;"20-11-2020";"TESTE";0;108.33333333333333;65.0
1931;"6925749707703";"MINI TECLADO  USB WB-770";"WEIBO";20;45;"20-04-2020";"TESTE";0;125.0;25.0
1940;"7893590160840";"CARREGADOR 3.1A PRIME CZR-8311";"INOVA";7.5;25;"20-04-2020";"TESTE";0;233.33333333333334;17.5
1967;"7899903142220";"CABO HDMI  5MTS 4K";"MXT";11.5;42;"19-05-2020";"TESTE";0;221.73913043478262;25.5
1958;"7898605600533";"CABO PARA IMPRESSORA 1.8M LE-902";"LELONG";8;17;"27-02-2024";"TESTE";4;182.35294117647058;7.75
1928;"7899838875002";"PEN DRIVE METAL  16GB";"MULTILASER";35;55;"07-04-2020";"TESTE";0;57.14285714285714;20.0
1929;"8666102095577";"CARREGADOR (SÓ NFONTE) APPLE CB06";"HMASTON";8.5;30;"28-04-2020";"TESTE";1;275.0;22.0
1941;"7897473117082";"CABO TIPO C";"BASIKE";6;18;"20-04-2020";"TESTE";0;200.0;12.0
1954;"6908684655582";"CONTROLE SEM FIO PARA XBOX 360";"X ZHANG";85;175;"28-04-2020";"TESTE";0;105.88235294117648;90.0
1944;"1805-24";"CAPACITOR PARA VENTILADOR 2UF";"MIGRAFE";3.4;10.0;"21-01-2022";"TESTE";0;72.72727272727273;4.0
1923;"7898558915111";"CABO USB PARA IPHONE  DC-1108 PRETO";"DOTCELL";9.9;25;"07-04-2020";"TESTE";1;152.5252525252525;15.1
1922;"7898558915173";"CABO USB PARA IPHONE  DC-1108 GOLD";"DOTCELL";9.9;25;"07-04-2020";"TESTE";1;152.5252525252525;15.1
1914;"7899718700509";"CABO P2 X P2 CBX-A2P220M";"EXBOM";2.5;8;"19-03-2020";"TESTE";0;220.00000000000003;5.5
1951;"2993500277509";"REPETIDOR DE INTERNET N";"N MIGUEL";75;145;"28-04-2020";"TESTE";0;110.00000000000001;55.0
1933;"7898594122450";"BARTERIA CR2025";"KNUP";2;5;"08-10-2020";"TESTE";13;200.0;2.0
1930;"7908044602262";"CONTROLE TV TOSHIBA NET FLIX+YOUTUBE LE-7093";"LELONG";8;18;"28-11-2023";"TESTE";3;200.0;12.0
1942;"51021003";"CAPACITOR PARA VENTILADOR 3UF";"MIGRAFE";3.6;12;"21-01-2022";"TESTE";0;73.91304347826086;5.1
1952;"7898605607976";"FONTE COLMÉIA PARA CAMERA 15A";"MIGUEL";45;100;"28-04-2020";"TESTE";0;122.22222222222223;55.0
1966;"7897982201739";"FONE DE OUVIDO COM MICROFONE BRIGHT";"BRIGHT";19.2;38.0;"09-12-2022";"TOINHO VARIEDADS";9;211.11111111111111;19.0
1918;"7898720160042";"EXTENSÃO COM FILTRO 8 TOMADAS";"LUATEK";22;42;"19-03-2020";"TESTE";0;90.9090909090909;20.0
1926;"7898451272632";"ESTABILIZADOR 500VA SAVE PRÓ";"MCM";218;320;"16-02-2021";"TESTE";0;39.130434782608695;72.0
1956;"7898594124850";"FONTE P/ IMPRESSORA HP PINO ROXO";"HP";50;125;"15-02-2021";"TESTE";10;310.7142857142857;87.0
2009;"7899718700417";"CASE PARA HD  2,0  CGHD-10";"EXBOM";18;55;"12-06-2020";"TESTE";0;205.55555555555554;37.0
2003;"7898605604821";"CABO VGA 5MTS ";"LELONG";16;55;"03-02-2023";"NI HAO";1;175.0;35.0
1982;"6952202282071";"CARREGADOR PORTATIL 1000mAh PINENG";"PINENG";70;145.0;"26-05-2020";"TESTE";1;137.5;55.0
1970;"7898615157478";"FONE DE OUVIDO  GAMER F-11";"TECDRIVE";60;99.0;"19-05-2020";"TESTE";0;65;39.0
1986;"7896637682497";"ROTEADOR WIFI 300MBPS  RF 301K";"INTELBRAS";83;165;"27-05-2020";"TAMBASA";0;98.79518072289156;82.0
1987;"7896637609401";"TELEFONE FIXO PLENO C/ CHAVE";"INTELBRAS";50;90;"29-12-2020";"TESTE";0;47.82608695652174;22.0
1996;"7897186074252";"FERRO DE SOLDA 30W G12/220";"WESTERN";15;35;"06-06-2020";"TESTE";1;133.33333333333331;20.0
1997;"7891792975286";"FITA DUPLA FACE 12mm X 2MTS";"NORTON";4.25;8;"06-06-2020";"TESTE";0;88.23529411764706;3.75
1999;"2018091368419";"CASE PARA HD 2.5 KP-HD012";"KNUP";42.65;68;"06-06-2020";"TESTE";0;59.43728018757327;25.35
2018;"7908044602484";"CONTROLE TV LED SEMP/TCL  LE-7018";"10";7;18;"24-09-2020";"TESTE";19;200.0;12.0
1971;"5486374648560";"MEMORY CARD 8MB PARA PLAY 2";"XTRADE";10;25;"19-05-2020";"TESTE";0;150.0;15.0
1974;"7898954164236";"DVD VIRGEM  4.7GB";"TERABUY";0.50;2;"26-05-2020";"TESTE";190;300.0;1.5
1975;"7893164578397";"ALICATRE AMPERIMETRO  LK-97";"LUATEK";45;95;"26-05-2020";"TESTE";0;111.11111111111111;50.0
2005;"6918668201384";"LEITOR DE CODIGO DE BARRAS SC-2013";"DURAWELL";75;185;"12-06-2020";"TESTE";0;146.66666666666666;110.0
2013;"7898594120777";"MOUSE PAD SIMPLES";"KNUP";5;10;"24-09-2020";"TESTE";0;100.0;5.0
2019;"7898605601936";"CONTROLE TV LCD TOSHIBA LE-7925";"LELONG";6;18;"12-06-2020";"TESTE";5;200.0;12.0
2001;"7899838829838";"CELULAR DIGITAL  MS60F DOURADO/BRANCO";"MULTILASER";560;770;"10-06-2020";"TESTE";0;37.5;210.0
2014;"7898605601400";"CABO HDMI 5MTS LE-6613";"LELONG";18.0;40.0;"16-01-2023";"NI HAO";2;100.0;20.0
1988;"7897982205850";"FONE DE OUVIDO  VERMELHO ";"BRIGHT";28.25;61;"29-05-2020";"TESTE";0;115.929203539823;32.75
1972;"7893590163698";"CARREGADOR 3.1A CAR-G5154-G59";"INOVA";9;25;"19-05-2020";"TESTE";0;177.77777777777777;16.0
1993;"7899838807928";"MULTIMETRO DIGITAL  AU325";"MULTILASER";23.15;55;"05-06-2020";"TESTE";0;137.58099352051838;31.85
1995;"7899600930052";"CAMPAINHA SEM FIO MBTECH";"MBTECH";25;45;"25-08-2020";"TESTE";0;80.0;20.0
2015;"7898605601660";"CABO VGA DE  15MTS LE-13";"LELONG";50;95;"20-07-2023";"NI HAO";0;111.11111111111111;50.0
2011;"C-0910";"FONTE 5V  YESHI";"YESHII";9;22;"12-06-2020";"TESTE";0;144.44444444444443;13.0
1657;"7899462114263";"CONTROLE TV LED VC-A8212 PHILCO NETFLIX / YOUTUBE";"VC";8;18;"08-12-2022";"TESTE";5;260.0;13.0
2017;"7908212134090";"CARREGADOR INTELIGENTE 2.1 CASR-5013";"INOVA";10;20;"12-06-2020";"TESTE";2;100.0;10.0
1968;"7899600917848";"CABO P2 X RCA 1.5MTS";"MB TECH";1.5;8;"19-05-2020";"TESTE";0;433.3333333333333;6.5
1979;"6942079505236";"FONE DE OUVIDO A-523";"LTOMEX";12;28;"26-05-2020";"TESTE";1;133.33333333333331;16.0
2007;"7908044600732";"BINOCULO 20 X50 LE-2052";"IT BLUE";100;275;"12-06-2020";"TESTE";0;175.0;175.0
2023;"7898605600120";"CONTROLE TV DE TUBO CCE  LE-7179";"LELONG";5;12.0;"28-11-2023";"TESTE";5;200.0;8.0
1978;"7845611120036";"FONE DE OUVIDO  HBH-352";"CHBHL";8;22;"26-05-2020";"TESTE";0;175.0;14.0
2000;"7899838829821";"CELULAR DIGITAL  MS60F PRETO/PRATA";"MULTILASER";560;770;"10-06-2020";"TESTE";0;37.5;210.0
2022;"7898605600243";"CONTROLE DVD BRITANIA LE-7558";"LELONG";4;12;"12-06-2020";"TESTE";3;200.0;8.0
3052;"7898451273424";"ESTABILIZADOR 500VA EST0063";"MCM";256.00;445.0;"02-05-2023";"TOINHO VARIEDADS";0;73.828125;189.0
2012;"7898201903014";"MULTIMETRO DIGITAL  LE-982";"LELONG";33;65;"12-06-2020";"TESTE";0;96.96969696969697;32.0
1976;"6920180815031";"FONTE PARA CAMERA 15A";"YURI";60;125.0;"04-08-2022";"TESTE";1;76.92307692307693;50.0
1991;"7898605604289";"CARREGADOR VEICULAR LE-9310";"LELONG";4.5;12;"29-05-2020";"TESTE";0;166.66666666666669;7.5
2669;"7893595555580";"CARREGADOR 2.1 V8 CAR-8201";"INOVA";11;18;"28-10-2022";"NI HAO";9;81.81818181818183;9.0
2025;"7899600910191";"MOUSE PAD COM APOIO  DE PULSO MB84200";"MBTECH";16;29;"28-04-2022";"TESTE";0;81.25;13.0
2016;"7893590425215";"CARREGADOR INTELIGENTE CAR-8488   3.1A";"INOVA";11;25;"12-06-2020";"TESTE";0;127.27272727272727;14.0
2002;"7899718703739";"CASE PARA HD TIPO GRAVADORA";"EXBOM";20;65;"12-06-2020";"TESTE";0;225.0;45.0
2004;"7890180773121";"SUPORTE PARA TV ARTICULADO   10"" A 55"" YT-312";"OSICA";45;95;"12-06-2020";"TESTE";3;111.11111111111111;50.0
1990;"7897982203580";"CAIXA DE SOM P/ PC  CUBO 3W X2";"BRIGHT";16;35;"29-05-2020";"TESTE";0;118.75;19.0
1992;"7898127606020";"CONVERSOR DIGITAL DTV-4000S AQUARIO";"AQUARIO";77;185;"04-06-2020";"TESTE";0;140.25974025974025;108.0
1981;"7908028201078";"CONTROLE PARA RECDEPTOR CENTURY VC-136";"VC";6;15;"24-09-2020";"TESTE";0;140.0;7.0
1977;"2993500099804";"FONTE PARA CAMERA 10A";"YURI";50;105;"26-05-2020";"TESTE";0;110.00000000000001;55.0
2010;"7890481600126";"CABO USB PARA TABLET SAMSUNG P1000";"SAMSUNG";8;20;"12-06-2020";"TESTE";0;150.0;12.0
1983;"2993500217802";"TRIPÉ 3110";"TRPOD";50;110;"26-05-2020";"TESTE";0;120.0;60.0
2006;"7898594127523";"REPETIDOR DE WIFI KP-3006";"KNUP";75;145;"12-06-2020";"TESTE";0;93.33333333333333;70.0
1969;"7897373103505";"CABO VGA 1.5MTS CBO-7205";"INOVA";7.5;18;"19-05-2020";"TESTE";0;140.0;10.5
1998;"7898315310029";"SOLDA FIO TUBETE 4MT 25GR";"EMAVI";5.17;13;"16-10-2021";"TAMBASA";12;110.5263157894737;4.2
1985;"7893590163896";"FONE DE OUVIDO FON-10065";"INOVA";5;15;"27-05-2020";"TESTE";0;200.0;10.0
2020;"7898605607594";"CONTROLKE TV PHILIPS LE-7065";"LELONG";6;18;"29-06-2020";"TESTE";6;200.0;12.0
1980;"7899961015559";"CONTROLE TOCHIBA DE TUBO VC-A226";"VC";5;15;"08-07-2023";"NI HAO";4;140.0;7.0
1924;"6921762247875";"CARREGADOR  3.1A MI TIPO C x V8";"MI";20;45;"27-01-2022";"TESTE";0;166.66666666666669;12.5
2024;"7899090163459";"FONE DE OUVIDO  LE-296 ";"LEHMOX";5;18;"13-06-2020";"TESTE";0;260.0;13.0
2021;"7898605602636";"CVONTROLE TV LCD  PHILIPS LE-7445";"LELONG";6;18;"12-06-2020";"TESTE";1;200.0;12.0
2008;"8712581755164";"MOUSE  M101 USB PHILIPS";"PHILIPS";28;65.0;"22-03-2023";"NI HAO";0;125.0;25.0
1984;"6926556542310";"CONTROLE PS4 ";"YURI";100;210;"28-04-2022";"TESTE";0;122.72727272727273;135.0
2079;"7899600910320";"CABO USB PARA IPHONE MB81157";"MB TECH";11;22;"08-10-2020";"TESTE";1;100.0;11.0
2041;"7899471809358";"CABO PARA MULTIMETRO";"MXT";6;15;"20-11-2020";"TESTE";0;150.0;9.0
2034;"7898941172046";"PILHA PALITO  (UND) AAA";"BR";0.5;1;"26-06-2020";"TESTE";4;100.0;0.5
2071;"7898506479542";"MOUSE SEM FIO  MO221";"MULTILASER";26;46;"28-07-2020";"TESTE";-2;76.92307692307693;20.0
2078;"7899600912164";"CABO P2xP10 1.5MTS MB81079";"MB TECH";10.0;22.0;"19-10-2023";"YURY";3;195.65217391304347;11.25
2048;"7821234568370";"CALCULADORA  KK-887B";"KK";15;23;"27-06-2020";"TESTE";-1;58.333333333333336;7.0
2055;"7908044600961";"CONTROLE TOSHIBALCD YOU TUBE/NET FLIXFUTEBOL  LE-7815";"LELONG";6;25;"30-12-2022";"TESTE";4;316.66666666666663;19.0
2073;"7897408603147";"FILTRO DE LINHA FTK-005 5 TOMADAS";"TECHNA";18.5;36;"16-03-2021";"TESTE";0;94.5945945945946;17.5
2061;"7899600916162";"CABO DE REDE 20MTS  MB81153";"MBTECH";20;48.00;"30-12-2020";"TESTE";0;140.0;28.0
2072;"7899600917824";"CABO USB TYPE C MB81152";"MB TECH";9.5;18;"28-07-2020";"TESTE";1;89.47368421052632;8.5
2040;"7898505880318";"CONJUNTO DE RODAS ID-5248R";"IDEA";8;20;"26-06-2020";"TESTE";0;150.0;12.0
2036;"7898505871798";"CALCULADORA IDEA ID-8734C";"IDEA";9;18;"26-06-2020";"TESTE";0;100.0;9.0
2069;"7891791102850";"TV BOX  LEON-285 MXQ";"MXQ";218;370;"17-07-2020";"TESTE";0;69.72477064220183;152.0
2028;"7898594122146";"FONTE PARA NOTEBOOK SAMSUNG 19V 3.16A";"SAMSUNG";60;115;"06-07-2021";"TESTE";0;283.33333333333337;85.0
2081;"7893590160888";"CARREGADOR RÁPIDO 4.1 CAR-G5162";"INOVA";13;25;"14-08-2020";"TESTE";0;92.3076923076923;12.0
2066;"7899674002099";"ALCOOL ISOPROPILICO SPRAY";"REWND INFO";19;30;"09-07-2020";"TESTE";0;57.89473684210527;11.0
2058;"7898605605583";"CONTROLE CINEBOX LE-7550";"LELONG";12;45.0;"29-06-2020";"TESTE";0;275.0;33.0
2059;"7898605602650";"CONTROLE PHILCO TUBO TV LE-7807";"LELONG";6;15;"28-04-2022";"TESTE";4;140.0;7.0
2052;"7898605609970";"CONTROLE PHILCO COM SMART  LE-7461";"LELONG";6;18;"29-06-2020";"TESTE";0;200.0;12.0
2045;"6983646411932";"ADAPTADOR OTG TIPO-C ";"SPEED FLASH";5;13;"27-06-2020";"TESTE";0;160.0;8.0
2070;"7893590164497";"CARREGADOR RÁPIDO PARA CARRO 3.1A CAR-G5128";"INOVA";9;17;"21-07-2020";"TESTE";0;88.88888888888889;8.0
2032;"843367116218";"SSD 128GB NS100 LEXAR";"LEXAR";247;310;"26-06-2020";"TESTE";0;25.506072874493928;63.0
2075;"7897982203726";"TECLADO MINI USB COD-0505";"BRIGHT";43;65;"25-08-2020";"TESTE";0;51.162790697674424;22.0
2026;"619659171773";"PEN DRIVE NANO  8GB SANDISK";"SANDISK";32.75;45;"13-06-2020";"TESTE";0;37.404580152671755;12.25
2046;"7892017700126";"LAMPADA COM SENSOR 12W";"LED";28;42;"27-06-2020";"TESTE";1;50.0;14.0
2044;"6926935201265";"CONTROLE USB MOD-PLAY MEX-3";"MEX";30;45;"27-06-2020";"TESTE";0;50.0;15.0
2054;"7908044601463";"CONTROLE PHILIPS SMART COM YOU TUBE/NETFLIX  LE-7516";"LELONG";6;18;"12-10-2021";"TESTE";11;200.0;12.0
2038;"6925625453564";"CALCULADORA  CLA-6837C";"CLASSE";9;18;"26-06-2020";"TESTE";0;100.0;9.0
2062;"7897473113756";"FONE DE OUVIDO SEM FIO  FON-6700";"INOVA/MELO";40;95;"08-07-2020";"TESTE";0;137.5;55.0
2031;"60UF400";"CAPACITOR DE 60UF 380/400VAC";"DIVERSO";25;48;"24-06-2020";"TESTE";4;92.0;23.0
2027;"7898594125635";"FONTE PARA NOTEBOOKE TV LG E SONY";"SONY";55;115;"09-10-2021";"TESTE";0;283.33333333333337;85.0
2065;"XTREME";"CAIXA DE SOM JBL XTREME";"MARCA/MELO";85;165;"08-07-2020";"TESTE";0;94.11764705882352;80.0
2076;"6908227810683";"CABO ADAPTADOR ANTENA RURAL B220";"CHOKI";20;38;"24-09-2020";"TESTE";2;90.0;18.0
2056;"7908044601449";"CONTROLE PANASONIC SMART/NET FLIX  LE-7514";"LELONG";6;18;"29-06-2020";"TESTE";0;200.0;12.0
2082;"cab0406a";"CABO MHL V8";"CABLE";37;55;"20-08-2020";"TESTE";5;48.64864864864865;18.0
1288;"7898605603558";"CONTROLE REMOTO VISIONTEC VT-700  LE-7900 VT-1000";"LELONG";5;15;"12-03-2021";"TESTE";4;242.85714285714283;8.5
2050;"7899600922187";"BALANCA DIGITAL DE COZINHA 10KG";"MB HOUSE";30;62;"03-08-2022";"TESTE";0;83.33333333333334;25.0
2080;"7893590428728";"CARREGADOR INTELIGENTE 4.8A CAR-8550";"INOVA";13;27;"14-08-2020";"TESTE";0;107.6923076923077;14.0
2029;"7898594120043";"FONTE PARA NOTEBOOK DELL 19.5V 3.34A";"ANDRÉ";55;115;"15-10-2021";"TESTE";0;283.33333333333337;85.0
2083;"1234567828862";"ADAPTADOR PARA IPHONE CARGA/SOM";"CHINA";55;85;"22-08-2020";"TESTE";2;54.54545454545454;30.0
2063;"7897473113770";"FONE DE OUVIDO SEM FIO  FON-6701";"INOVA/MELO";40;95;"08-07-2020";"TESTE";1;137.5;55.0
2049;"7898612452224";"FONTE 5V PARA TV BOX CHOKI CG-211";"IJACK ";12;35;"08-06-2022";"TESTE";1;133.33333333333331;20.0
2037;"6956798400888";"CALCULADORA BENKO BK-88TY";"BENKO";9;18;"26-06-2020";"TESTE";0;100.0;9.0
2030;"sam01002901";"FRONTAL A10 INCELL";"SAMSUNG";76;160;"17-06-2020";"TESTE";0;110.5263157894737;84.0
2077;"7899600916148";"CABO P2xP2 MB81004";"MB TECH";2.5;10;"03-08-2020";"TESTE";0;300.0;7.5
2068;"7898575226504";"CHIP VIVO COMBO";"VIVO";13;20;"09-03-2022";"TESTE";0;66.66666666666666;8.0
2043;"7897473115125";"CONTROLE PARA PLAY STATION 2 CON-8198";"INOVA ";30;45;"27-06-2020";"TESTE";0;50.0;15.0
2060;"7908044601241";"CONTROLE P/ AR CONDICIONADO ELGIN  LE-7434";"LELONG";12;48.0;"20-06-2020";"TESTE";1;300.0;36.0
2042;"6925749780119";"TECLADO + MOUSE SEM FIO WB-011";"WEIBO";70;125;"27-06-2020";"TESTE";0;78.57142857142857;55.0
2064;"CHARGE3+";"CAIXA DE SOM JBL CHARGE3+";"JBL";75;155;"24-02-2022";"TESTE";0;87.5;63.0
2067;"7898446730048";"ALCOOL ISOPROPILICO 500ML";"IMPLASTIC";25;40;"09-12-2022";"TOINHO VARIEDADS";0;45.83333333333333;11.0
1994;"792019623546";"CABO OTG MEST";"KIRIN";3.5;10;"22-10-2020";"TESTE";0;207.6923076923077;6.75
2057;"7898605606016";"CONTROLE AZAMERICA LE-7499";"LELONG";15;45.0;"12-03-2021";"TESTE";2;275.0;33.0
2039;"6952525804028";"CALCULADORA CLA-402";"CLASSE";3;7;"26-06-2020";"TESTE";2;133.33333333333331;4.0
2035;"7908036100172";"BATERIA 23A ALKALINA ";"BR";3.5;7;"23-02-2022";"TESTE";8;100.0;2.5
2047;"6919725809567";"CARREGADOR COM PILHA 3A/2A/9V";"MAXDAY";35;52;"27-06-2020";"TESTE";0;48.57142857142857;17.0
2051;"7898605607785";"CONTROLE SAMSUNG SEM SMART  LE-7028";"LELONG";6;18.00;"28-11-2023";"TESTE";4;200.0;12.0
2033;"7898615156112";"CABO USB V3 3.0 XC-CAB3";"XCELL";12;22;"02-09-2022";"TESTE";0;70.45454545454544;6.199999999999999
2084;"1234567828992";"ADAPTADOR IPHONE CARGA E SOM PQN";"CINA";45;75;"22-08-2020";"TESTE";1;66.66666666666666;30.0
2135;"7893590163933";"FONE DE OUVIDO FON-10052";"INOVA";5;15;"11-09-2020";"TESTE";5;200.0;10.0
2094;"7898594126304";"FONTE PARA PC ATX 450W";"COWBOY";130;270;"24-08-2020";"TESTE";0;107.6923076923077;140.0
2085;"5648122354615";"FONE DE OUVIDO BLUETOOTH AURICULAR";"SAMSUNG";15;65;"24-08-2020";"TESTE";0;333.33333333333337;50.0
2096;"7898652411243";"CONTROLE BLUETOOTH PG-9088";"IPEGA";95;155;"24-09-2020";"TESTE";0;63.1578947368421;60.0
2088;"751320193421";"TINTA PARA EPSON NEXEL 100ML MAGENTA/VERMELHO";"NEXEL";10;35;"03-12-2020";"TESTE";0;250.0;25.0
2121;"6992237568887";"FONE DE OUVIDO F888";"CHOKI";22;55;"12-03-2021";"TESTE";0;150.0;33.0
2099;"7894350101295";"CAIXA DE SOM  XDG-129 ";"XTRADE";45;85;"24-08-2020";"TESTE";0;88.88888888888889;40.0
2116;"7898615157881";"CABO USB PARA IPHONE XC-CD-39 X-CELL";"X-CELL";12;22;"09-09-2020";"TESTE";0;83.33333333333334;10.0
2127;"6919021640000";"CONVERSOR DIGITAL PARA TV ITV-400";"CHOKI";85;155;"08-07-2021";"TESTE";0;58.82352941176471;50.0
2086;"751320193438";"TINTA PARA EPSON NEXEL 100ML AMARELA";"NEXEL";10;35;"03-12-2020";"TESTE";1;250.0;25.0
2256;"7908028205137";"CONTROLE P/ TV LED SAMSUNG VC-A8197";"VC";9;18.0;"19-11-2020";"TESTE";0;100.0;9.0
2138;"6912345670661";"FONE DE OUVIDO 7066 ";"CHOKI";9;22;"11-09-2020";"TESTE";0;144.44444444444443;13.0
2132;"7899600917961";"MULTIMETRO DIGITAL MB84117";"MB TOOLS";50;95;"11-09-2020";"TESTE";0;90.0;45.0
2115;"234000567889";"BATERIA CELULAR RURAL PRÓ ELETRONIC";"PRÓ";25.0;58;"21-02-2024";"TOINHO VARIEDADS";3;126.66666666666666;38.0
2141;"7899600928738";"CABO DISPLAY PORT 1.80MTS LY81215";"MB TECH";33;75;"06-10-2022";"TOINHO VARIEDADS";1;127.27272727272727;42.0
2134;"7897473116368";"FONE DE OUVIDO FON-2171D";"INOVA";7;20;"11-09-2020";"TESTE";1;185.71428571428572;13.0
2108;"4718608208006";"CABO HDMI x MINI HDMI 1.5M";"PIXXO";16;32;"27-08-2020";"TESTE";0;100.0;16.0
2122;"6934177709942";"FONE DE OUVIDO SEM FIO AIRDOTS";"XIAOMI";80;155;"11-09-2020";"TESTE";0;93.75;75.0
2131;"7899600912348";"MULTIMETRO DIIGTAL MB84040";"MB TOOLS";28;55;"14-12-2020";"TESTE";1;96.42857142857143;27.0
